"","ID","logFC","logCPM","F","PValue","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Function..CC.","Gene.Names..primary.","Gene.Ontology..GO.","Interacts.with","Subcellular.location..CC.","Ensembl","FDR"
"440","AMIGO2",0.845285852309045,8.92071170656727,85.5343299631932,1.90982934755989e-15,"Q86SJ2","Q86SJ2","reviewed","AMGO2_HUMAN","Amphoterin-induced protein 2 (AMIGO-2) (Alivin-1) (Differentially expressed in gastric adenocarcinomas) (DEGA)","AMIGO2 ALI1","FUNCTION: Required for depolarization-dependent survival of cultured cerebellar granule neurons. May mediate homophilic as well as heterophilic cell-cell interaction with AMIGO1 or AMIGO3. May contribute to signal transduction through its intracellular domain. May be required for tumorigenesis of a subset of gastric adenocarcinomas.","AMIGO2","integral component of membrane [GO:0016021]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; brain development [GO:0007420]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of apoptotic process [GO:0043066]; negative regulation of programmed cell death [GO:0043069]; positive regulation of synapse assembly [GO:0051965]","O00555; Q6PL24","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Nucleus {ECO:0000250}. Note=Associated with nucleus as well as plasma membrane. Restricted to somata of cerebellar as well as hippocampal neurons (By similarity). {ECO:0000250}.","ENST00000266581.4;ENST00000429635.1;ENST00000550413.2;",1.13177644608731e-12
"470","ANK2",1.90712787768713,3.69079269201853,86.8817141253589,1.30142020285594e-15,"Q01484","Q01484","reviewed","ANK2_HUMAN","Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin)","ANK2 ANKB","FUNCTION: Plays an essential role in the localization and membrane stabilization of ion transporters and ion channels in several cell types, including cardiomyocytes, as well as in striated muscle cells. In skeletal muscle, required for proper localization of DMD and DCTN4 and for the formation and/or stability of a special subset of microtubules associated with costameres and neuromuscular junctions. In cardiomyocytes, required for coordinate assembly of Na/Ca exchanger, SLC8A1/NCX1, Na/K ATPases ATP1A1 and ATP1A2 and inositol 1,4,5-trisphosphate (InsP3) receptors at sarcoplasmic reticulum/sarcolemma sites. Required for expression and targeting of SPTBN1 in neonatal cardiomyocytes and for the regulation of neonatal cardiomyocyte contraction rate (PubMed:12571597). In the inner segment of rod photoreceptors, required for the coordinated expression of the Na/K ATPase, Na/Ca exchanger and beta-2-spectrin (SPTBN1) (By similarity). Plays a role in endocytosis and intracellular protein transport. Associates with phosphatidylinositol 3-phosphate (PI3P)-positive organelles and binds dynactin to promote long-range motility of cells. Recruits RABGAP1L to (PI3P)-positive early endosomes, where RABGAP1L inactivates RAB22A, and promotes polarized trafficking to the leading edge of the migrating cells. Part of the ANK2/RABGAP1L complex which is required for the polarized recycling of fibronectin receptor ITGA5 ITGB1 to the plasma membrane that enables continuous directional cell migration (By similarity). {ECO:0000250|UniProtKB:Q8C8R3, ECO:0000269|PubMed:12571597}.","ANK2","A band [GO:0031672]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; costamere [GO:0043034]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; early endosome [GO:0005769]; intercalated disc [GO:0014704]; lysosome [GO:0005764]; M band [GO:0031430]; membrane raft [GO:0045121]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; recycling endosome [GO:0055037]; sarcolemma [GO:0042383]; T-tubule [GO:0030315]; Z disc [GO:0030018]; ATPase binding [GO:0051117]; cytoskeletal anchor activity [GO:0008093]; enzyme binding [GO:0019899]; phosphorylation-dependent protein binding [GO:0140031]; protein kinase binding [GO:0019901]; protein-macromolecule adaptor activity [GO:0030674]; spectrin binding [GO:0030507]; structural constituent of cytoskeleton [GO:0005200]; transmembrane transporter binding [GO:0044325]; atrial cardiac muscle cell action potential [GO:0086014]; atrial cardiac muscle cell to AV node cell communication [GO:0086066]; atrial septum development [GO:0003283]; cellular calcium ion homeostasis [GO:0006874]; endocytosis [GO:0006897]; membrane depolarization during SA node cell action potential [GO:0086046]; paranodal junction assembly [GO:0030913]; positive regulation of calcium ion transmembrane transporter activity [GO:1901021]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of cation channel activity [GO:2001259]; positive regulation of gene expression [GO:0010628]; positive regulation of potassium ion transmembrane transporter activity [GO:1901018]; positive regulation of potassium ion transport [GO:0043268]; protein localization [GO:0008104]; protein localization to cell surface [GO:0034394]; protein localization to endoplasmic reticulum [GO:0070972]; protein localization to M-band [GO:0036309]; protein localization to organelle [GO:0033365]; protein localization to plasma membrane [GO:0072659]; protein localization to T-tubule [GO:0036371]; protein stabilization [GO:0050821]; protein transport [GO:0015031]; regulation of atrial cardiac muscle cell action potential [GO:0098910]; regulation of calcium ion transmembrane transporter activity [GO:1901019]; regulation of calcium ion transport [GO:0051924]; regulation of cardiac muscle cell contraction [GO:0086004]; regulation of cardiac muscle contraction [GO:0055117]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion [GO:0010881]; regulation of heart rate [GO:0002027]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of protein stability [GO:0031647]; regulation of release of sequestered calcium ion into cytosol [GO:0051279]; regulation of SA node cell action potential [GO:0098907]; regulation of ventricular cardiac muscle cell membrane repolarization [GO:0060307]; response to methylmercury [GO:0051597]; SA node cell action potential [GO:0086015]; SA node cell to atrial cardiac muscle cell communication [GO:0086070]; sarcoplasmic reticulum calcium ion transport [GO:0070296]; T-tubule organization [GO:0033292]; ventricular cardiac muscle cell action potential [GO:0086005]","O00154; P11532-5; Q9NZN3; P62993; Q14654; P32418","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:19007774}. Membrane {ECO:0000269|PubMed:19007774}. Cytoplasm, myofibril, sarcomere, M line {ECO:0000250|UniProtKB:Q8C8R3}. Apical cell membrane {ECO:0000250|UniProtKB:Q8C8R3}. Cell membrane {ECO:0000269|PubMed:19007774}. Postsynaptic cell membrane {ECO:0000250|UniProtKB:Q8C8R3}. Early endosome {ECO:0000250|UniProtKB:Q8C8R3}. Recycling endosome {ECO:0000250|UniProtKB:Q8C8R3}. Lysosome {ECO:0000250|UniProtKB:Q8C8R3}. Mitochondrion {ECO:0000250|UniProtKB:Q8C8R3}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000250|UniProtKB:Q8C8R3}. Cell membrane, sarcolemma, T-tubule {ECO:0000250|UniProtKB:Q8C8R3}. Note=Expressed at the apical membrane of airway lung epithelial cells (By similarity). Localized to the plasma membrane of the inner segments of photoreceptors in retina. Colocalizes with SPTBN1 in a distinct intracellular compartment of neonatal cardiomyocytes (PubMed:19007774). In skeletal muscle, localizes to neuromuscular junctions (By similarity). Localizes with puncta at mitochondria ends. Colocalizes and cotransports on motile vesicles with RABGAP1L (By similarity). {ECO:0000250|UniProtKB:Q8C8R3, ECO:0000269|PubMed:19007774}.","ENST00000357077.9 [Q01484-4];ENST00000394537.7 [Q01484-2];ENST00000506722.5 [Q01484-5];",8.20986241517766e-13
"486","ANKRD1",0.527145471831581,8.35473878166971,29.0130243705572,4.40439391552427e-07,"Q15327","Q15327","reviewed","ANKR1_HUMAN","Ankyrin repeat domain-containing protein 1 (Cardiac ankyrin repeat protein) (Cytokine-inducible gene C-193 protein) (Cytokine-inducible nuclear protein)","ANKRD1 C193 CARP HA1A2","FUNCTION: May play an important role in endothelial cell activation. May act as a nuclear transcription factor that negatively regulates the expression of cardiac genes. Induction seems to be correlated with apoptotic cell death in hepatoma cells. {ECO:0000269|PubMed:15805281, ECO:0000269|PubMed:7730328}.","ANKRD1","cytoplasm [GO:0005737]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; I band [GO:0031674]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]; DNA binding [GO:0003677]; histone deacetylase binding [GO:0042826]; p53 binding [GO:0002039]; R-SMAD binding [GO:0070412]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; titin binding [GO:0031432]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]; cardiac muscle tissue morphogenesis [GO:0055008]; cellular response to interleukin-1 [GO:0071347]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to mechanical stimulus [GO:0071260]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to xenobiotic stimulus [GO:0071466]; negative regulation of DNA biosynthetic process [GO:2000279]; positive regulation of apoptotic process [GO:0043065]; positive regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043517]; positive regulation of protein secretion [GO:0050714]; protein kinase C signaling [GO:0070528]; regulation of transcription by RNA polymerase II [GO:0006357]; response to muscle stretch [GO:0035994]; sarcomere organization [GO:0045214]; skeletal muscle cell differentiation [GO:0035914]","Q96GN5; Q9UPY8; Q6FHY5; Q9UJ70-2; Q5MJ10; Q9NWS9-2","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15805281, ECO:0000269|PubMed:7730328}.","ENST00000371697.4;",4.10153940057108e-05
"488","ANKRD11",0.643678460213526,8.31099597674714,48.5306025960414,2.42509198063602e-10,"A0A2R8YE03","A0A2R8YE03","unreviewed","A0A2R8YE03_HUMAN","Ankyrin repeat domain-containing protein 11","ANKRD11","","ANKRD11","","","","ENST00000642333.1;ENST00000642695.1;ENST00000644784.1;ENST00000646838.1;",5.77677812826638e-08
"509","ANKRD36B",0.631103575489366,6.12222607794876,16.4959362296107,0.000180219682545019,"Q8N2N9","Q8N2N9","reviewed","AN36B_HUMAN","Ankyrin repeat domain-containing protein 36B (CLL-associated antigen KW-1)","ANKRD36B","","ANKRD36B","identical protein binding [GO:0042802]","Q8IZU0; Q02040; Q8N2N9-4; Q92997; Q08426; Q8IYI6; P55040; Q9BZE0; Q8N8X9; P17568; Q96HA8; O00560; O75528; Q8WVP5; Q99757; Q6F5E7; Q8TBK6","","ENST00000258459.12 [Q8N2N9-1];ENST00000359901.9 [Q8N2N9-1];ENST00000443455.5 [Q8N2N9-4];",0.00618311598570243
"552","ANXA3",0.843442416953873,3.33705306797037,14.4111168581492,0.00023985747657071,"P12429","P12429","reviewed","ANXA3_HUMAN","Annexin A3 (35-alpha calcimedin) (Annexin III) (Annexin-3) (Inositol 1,2-cyclic phosphate 2-phosphohydrolase) (Lipocortin III) (Placental anticoagulant protein III) (PAP-III)","ANXA3 ANX3","FUNCTION: Inhibitor of phospholipase A2, also possesses anti-coagulant properties. Also cleaves the cyclic bond of inositol 1,2-cyclic phosphate to form inositol 1-phosphate.","ANXA3","axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; specific granule [GO:0042581]; calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; calcium-dependent protein binding [GO:0048306]; phospholipase A2 inhibitor activity [GO:0019834]; animal organ regeneration [GO:0031100]; defense response to bacterium [GO:0042742]; hippocampus development [GO:0021766]; neutrophil degranulation [GO:0043312]; phagocytosis [GO:0006909]; positive regulation of angiogenesis [GO:0045766]; positive regulation of DNA metabolic process [GO:0051054]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of endothelial cell migration [GO:0010595]; response to glucocorticoid [GO:0051384]; response to growth factor [GO:0070848]","","","ENST00000264908.11;",0.00763949969351272
"564","AP1AR",0.48417956468422,6.06611123160192,17.3355844592805,6.20981202210783e-05,"Q63HQ0","Q63HQ0","reviewed","AP1AR_HUMAN","AP-1 complex-associated regulatory protein (2c18) (Adaptor-related protein complex 1-associated regulatory protein) (Gamma-1-adaptin brefeldin A resistance protein) (GBAR) (Gamma-BAR) (Gamma-A1-adaptin and kinesin interactor) (Gadkin)","AP1AR C4orf16 PRO0971","FUNCTION: Necessary for adaptor protein complex 1 (AP-1)-dependent transport between the trans-Golgi network and endosomes. Regulates the membrane association of AP1G1/gamma1-adaptin, one of the subunits of the AP-1 adaptor complex. The direct interaction with AP1G1/gamma1-adaptin attenuates the release of the AP-1 complex from membranes. Regulates endosomal membrane traffic via association with AP-1 and KIF5B thus linking kinesin-based plus-end-directed microtubular transport to AP-1-dependent membrane traffic. May act as effector of AP-1 in calcium-induced endo-lysosome secretion. Inhibits Arp2/3 complex function; negatively regulates cell spreading, size and motility via intracellular sequestration of the Arp2/3 complex. {ECO:0000269|PubMed:15775984, ECO:0000269|PubMed:19706427, ECO:0000269|PubMed:21525240, ECO:0000269|PubMed:22689987}.","AP1AR","cytosol [GO:0005829]; early endosome [GO:0005769]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; late endosome [GO:0005770]; transport vesicle [GO:0030133]; AP-1 adaptor complex binding [GO:0035650]; kinesin binding [GO:0019894]; negative regulation of cell motility [GO:2000146]; negative regulation of receptor recycling [GO:0001920]; negative regulation of substrate adhesion-dependent cell spreading [GO:1900025]; protein transport [GO:0015031]; regulation of Arp2/3 complex-mediated actin nucleation [GO:0034315]; substrate adhesion-dependent cell spreading [GO:0034446]; vesicle targeting, trans-Golgi to endosome [GO:0048203]","Q07866-2","SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network. Late endosome. Early endosome. Note=Localizes to the juxta-nuclear Golgi region and to tubular structures throughout the cytoplasm, which are highly mobile and cycle between the juxta-nuclear area and the cell periphery.","ENST00000274000.10 [Q63HQ0-1];ENST00000309703.10 [Q63HQ0-2];",0.00268077447912452
"575","AP2B1",0.43516375959111,6.80631800057993,14.9269937904137,0.000195739681907533,"P63010","P63010","reviewed","AP2B1_HUMAN","AP-2 complex subunit beta (AP105B) (Adaptor protein complex AP-2 subunit beta) (Adaptor-related protein complex 2 subunit beta) (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Plasma membrane adaptor HA2/AP2 adaptin beta subunit)","AP2B1 ADTB2 CLAPB1","FUNCTION: Component of the adaptor protein complex 2 (AP-2). Adaptor protein complexes function in protein transport via transport vesicles in different membrane traffic pathways. Adaptor protein complexes are vesicle coat components and appear to be involved in cargo selection and vesicle formation. AP-2 is involved in clathrin-dependent endocytosis in which cargo proteins are incorporated into vesicles surrounded by clathrin (clathrin-coated vesicles, CCVs) which are destined for fusion with the early endosome. The clathrin lattice serves as a mechanical scaffold but is itself unable to bind directly to membrane components. Clathrin-associated adaptor protein (AP) complexes which can bind directly to both the clathrin lattice and to the lipid and protein components of membranes are considered to be the major clathrin adaptors contributing the CCV formation. AP-2 also serves as a cargo receptor to selectively sort the membrane proteins involved in receptor-mediated endocytosis. AP-2 seems to play a role in the recycling of synaptic vesicle membranes from the presynaptic surface. AP-2 recognizes Y-X-X-[FILMV] (Y-X-X-Phi) and [ED]-X-X-X-L-[LI] endocytosis signal motifs within the cytosolic tails of transmembrane cargo molecules. AP-2 may also play a role in maintaining normal post-endocytic trafficking through the ARF6-regulated, non-clathrin pathway. During long-term potentiation in hippocampal neurons, AP-2 is responsible for the endocytosis of ADAM10 (PubMed:23676497). The AP-2 beta subunit acts via its C-terminal appendage domain as a scaffolding platform for endocytic accessory proteins; at least some clathrin-associated sorting proteins (CLASPs) are recognized by their [DE]-X(1,2)-F-X-X-[FL]-X-X-X-R motif. The AP-2 beta subunit binds to clathrin heavy chain, promoting clathrin lattice assembly; clathrin displaces at least some CLASPs from AP2B1 which probably then can be positioned for further coat assembly. {ECO:0000269|PubMed:14745134, ECO:0000269|PubMed:14985334, ECO:0000269|PubMed:15473838, ECO:0000269|PubMed:19033387, ECO:0000269|PubMed:23676497}.","AP2B1","AP-2 adaptor complex [GO:0030122]; clathrin adaptor complex [GO:0030131]; clathrin-coated endocytic vesicle [GO:0045334]; clathrin-coated endocytic vesicle membrane [GO:0030669]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; endolysosome membrane [GO:0036020]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; presynapse [GO:0098793]; clathrin binding [GO:0030276]; signal sequence binding [GO:0005048]; aorta development [GO:0035904]; clathrin-dependent endocytosis [GO:0072583]; coronary vasculature development [GO:0060976]; intracellular protein transport [GO:0006886]; kidney development [GO:0001822]; postsynaptic neurotransmitter receptor internalization [GO:0098884]; synaptic vesicle endocytosis [GO:0048488]; ventricular septum development [GO:0003281]; vesicle-mediated transport [GO:0016192]","Q9UHB7; Q9UHB7-2; Q6ULP2; P52594; Q9Y6Q5; Q96CW1; Q14677; P42566; Q15811; P52292; Q5SW96; Q9UJ55; Q16626; Q8WWR8-2; P50542; Q96KG9; P12236; A8MWV9; Q9NVV9; O95153; Q99757; Q01081; Q8N4L5; P84092; Q9CR95; Q64729; P01023; Q92870-2; P05067; P05067-2; P49407; P54253; Q9UBB4; Q53TS8; P02461-2; P09172; Q14203-5; P14136; O95872; P78347-2; P42858; Q8WXH2; Q63ZY3; Q5SW96; Q17RB8; P51608; Q8IVT4; P40692; P19404; Q8WWR8-2; P29474; Q7Z3B4; Q99497; Q7Z412; Q9BXM7; D3DTS7; Q96HA1-2; O60260-5; P49768-2; Q9UIG4; P37840; P00441; Q13148; Q9BXU0; O14656-2; Q99757; Q01081; P09936; O95292; Q6ZN96","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14530274}. Membrane, coated pit {ECO:0000269|PubMed:14530274}; Peripheral membrane protein {ECO:0000269|PubMed:14530274}; Cytoplasmic side {ECO:0000269|PubMed:14530274}. Note=AP-2 appears to be excluded from internalizing CCVs and to disengage from sites of endocytosis seconds before internalization of the nascent CCV.","ENST00000610402.5 [P63010-2];ENST00000618940.4 [P63010-2];ENST00000621914.4 [P63010-1];",0.00658844271838848
"626","APOL6",0.904907444481324,4.85278518412643,36.8792542575405,1.79381426073449e-08,"Q9BWW8","Q9BWW8","reviewed","APOL6_HUMAN","Apolipoprotein L6 (Apolipoprotein L-VI) (ApoL-VI)","APOL6 UNQ3095/PRO21341","FUNCTION: May affect the movement of lipids in the cytoplasm or allow the binding of lipids to organelles.","APOL6","cytoplasm [GO:0005737]; extracellular region [GO:0005576]; lipid binding [GO:0008289]; lipid transport [GO:0006869]; lipoprotein metabolic process [GO:0042157]","Q6UY14-3; P48745; P49356; Q96IK5; P60410; Q9UHA4; O14921; Q96N21","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.","ENST00000409652.5;",2.67784974678807e-06
"660","ARFGEF3",0.923483349013643,4.13686858807013,24.577163312575,2.581621807858e-06,"Q5TH69","Q5TH69","reviewed","BIG3_HUMAN","Brefeldin A-inhibited guanine nucleotide-exchange protein 3 (ARFGEF family member 3)","ARFGEF3 BIG3 C6orf92 KIAA1244","FUNCTION: Participates in the regulation of systemic glucose homeostasis, where it negatively regulates insulin granule biogenesis in pancreatic islet beta cells (By similarity). Also regulates glucagon granule production in pancreatic alpha cells (By similarity). Inhibits nuclear translocation of the transcriptional coregulator PHB2 and may enhance estrogen receptor alpha (ESR1) transcriptional activity in breast cancer cells (PubMed:19496786). {ECO:0000250|UniProtKB:Q3UGY8, ECO:0000269|PubMed:19496786}.","ARFGEF3","integral component of membrane [GO:0016021]; transport vesicle membrane [GO:0030658]; guanyl-nucleotide exchange factor activity [GO:0005085]; actin cytoskeleton organization [GO:0030036]; regulation of ARF protein signal transduction [GO:0032012]","","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19496786}. Cytoplasmic vesicle, secretory vesicle {ECO:0000250|UniProtKB:Q3UGY8}. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.","ENST00000251691.5;",0.000180954107793803
"708","ARHGEF2",1.57041612587854,3.48757200128833,53.2299782291522,4.69598321247216e-11,"Q92974","Q92974","reviewed","ARHG2_HUMAN","Rho guanine nucleotide exchange factor 2 (Guanine nucleotide exchange factor H1) (GEF-H1) (Microtubule-regulated Rho-GEF) (Proliferating cell nucleolar antigen p40)","ARHGEF2 KIAA0651 LFP40","FUNCTION: Activates Rho-GTPases by promoting the exchange of GDP for GTP. May be involved in epithelial barrier permeability, cell motility and polarization, dendritic spine morphology, antigen presentation, leukemic cell differentiation, cell cycle regulation, innate immune response, and cancer. Binds Rac-GTPases, but does not seem to promote nucleotide exchange activity toward Rac-GTPases, which was uniquely reported in PubMed:9857026. May stimulate instead the cortical activity of Rac. Inactive toward CDC42, TC10, or Ras-GTPases. Forms an intracellular sensing system along with NOD1 for the detection of microbial effectors during cell invasion by pathogens. Required for RHOA and RIP2 dependent NF-kappaB signaling pathways activation upon S.flexneri cell invasion. Involved not only in sensing peptidoglycan (PGN)-derived muropeptides through NOD1 that is independent of its GEF activity, but also in the activation of NF-kappaB by Shigella effector proteins (IpgB2 and OspB) which requires its GEF activity and the activation of RhoA. Involved in innate immune signaling transduction pathway promoting cytokine IL6/interleukin-6 and TNF-alpha secretion in macrophage upon stimulation by bacterial peptidoglycans; acts as a signaling intermediate between NOD2 receptor and RIPK2 kinase. Contributes to the tyrosine phosphorylation of RIPK2 through Src tyrosine kinase leading to NF-kappaB activation by NOD2. Overexpression activates Rho-, but not Rac-GTPases, and increases paracellular permeability (By similarity). Involved in neuronal progenitor cell division and differentiation (PubMed:28453519). Involved in the migration of precerebellar neurons (By similarity). {ECO:0000250|UniProtKB:Q60875, ECO:0000250|UniProtKB:Q865S3, ECO:0000269|PubMed:19043560, ECO:0000269|PubMed:21887730, ECO:0000269|PubMed:28453519, ECO:0000269|PubMed:9857026}.","ARHGEF2","bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; microtubule [GO:0005874]; protein-containing complex [GO:0032991]; ruffle membrane [GO:0032587]; spindle [GO:0005819]; vesicle [GO:0031982]; guanyl-nucleotide exchange factor activity [GO:0005085]; microtubule binding [GO:0008017]; small GTPase binding [GO:0031267]; zinc ion binding [GO:0008270]; actin filament organization [GO:0007015]; asymmetric neuroblast division [GO:0055059]; cell cycle [GO:0007049]; cell morphogenesis [GO:0000902]; cellular hyperosmotic response [GO:0071474]; cellular response to muramyl dipeptide [GO:0071225]; cellular response to tumor necrosis factor [GO:0071356]; innate immune response [GO:0045087]; intracellular protein transport [GO:0006886]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress [GO:1902219]; negative regulation of microtubule depolymerization [GO:0007026]; negative regulation of necroptotic process [GO:0060546]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of neuron migration [GO:2001224]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of tumor necrosis factor production [GO:0032760]; regulation of cell population proliferation [GO:0042127]; regulation of Rho protein signal transduction [GO:0035023]; regulation of small GTPase mediated signal transduction [GO:0051056]","O43524; Q8NI38; P61586; Q8N5L8; P63104","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11912491, ECO:0000269|PubMed:21887730, ECO:0000269|PubMed:9857026}. Cytoplasm {ECO:0000269|PubMed:15827085, ECO:0000269|PubMed:21887730}. Cell junction, tight junction {ECO:0000269|PubMed:19043560}. Golgi apparatus {ECO:0000269|PubMed:15827085}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:17488622}. Cell projection, ruffle membrane {ECO:0000269|PubMed:19043560}. Cytoplasmic vesicle {ECO:0000269|PubMed:21887730}. Note=Localizes to the tips of cortical microtubules of the mitotic spindle during cell division, and is further released upon microtubule depolymerization (PubMed:15827085). Recruited into membrane ruffles induced by S.flexneri at tight junctions of polarized epithelial cells (PubMed:19043560). Colocalized with NOD2 and RIPK2 in vesicles and with the cytoskeleton (PubMed:21887730). {ECO:0000269|PubMed:15827085, ECO:0000269|PubMed:19043560, ECO:0000269|PubMed:21887730}.","ENST00000313667.8 [Q92974-2];ENST00000313695.11 [Q92974-3];ENST00000361247.9 [Q92974-1];",1.39143405610766e-08
"835","ASNS",1.64927299669313,7.10443843434948,218.300282967056,4.34328776110304e-26,"P08243","P08243","reviewed","ASNS_HUMAN","Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) (Cell cycle control protein TS11) (Glutamine-dependent asparagine synthetase)","ASNS TS11","","ASNS","cytosol [GO:0005829]; asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066]; ATP binding [GO:0005524]; asparagine biosynthetic process [GO:0006529]; cellular response to glucose starvation [GO:0042149]; glutamine metabolic process [GO:0006541]; L-asparagine biosynthetic process [GO:0070981]; negative regulation of apoptotic process [GO:0043066]; positive regulation of mitotic cell cycle [GO:0045931]","Q86WT6; Q86WT6-2; A2RRH5","","ENST00000175506.8 [P08243-1];ENST00000394308.8 [P08243-1];ENST00000394309.7 [P08243-1];ENST00000422745.5 [P08243-2];ENST00000437628.5 [P08243-3];ENST00000444334.5 [P08243-2];ENST00000455086.5 [P08243-3];",1.69874670912262e-22
